meet_ID,group_ID,host_ID,meet_name,start_time,end_time
4541,20965,B10301004,報告主題,2023/11/19 12:30,2023/11/19 13:30
4542,5524,B08502084,實驗結果,2023/11/20 22:00,2023/11/21 00:00
4543,10166,B11702302,實驗結果,2023/9/27 09:00,2023/9/27 10:00
4544,4236,R11945016,實作方法,2023/9/26 09:00,2023/9/26 10:00
4545,8330,R11A21101,完成報告書,2023/10/3 21:30,2023/10/3 23:30
4546,3216,B10201026,報告主題,2023/11/21 23:30,2023/11/22 01:30
4547,6122,B11405004,工作分配,2023/9/17 19:00,2023/9/17 21:00
4548,2172,B11602045,工作分配,2023/9/19 12:30,2023/9/19 13:30
4549,2223,F10941025,完成報告書,2023/11/22 09:00,2023/11/22 11:00
4550,14042,B10708032,實驗結果,2023/9/12 12:00,2023/9/12 13:00
4551,768,B11H03018,實作方法,2023/11/25 20:30,2023/11/25 21:30
4552,19489,B09503010,實作方法,2023/12/12 19:30,2023/12/12 21:30
4553,5507,B09102010,實驗結果,2023/11/15 17:00,2023/11/15 19:00
4554,20471,B11603003,實作方法,2023/9/22 09:00,2023/9/22 10:00
4555,1810,B11404004,實作方法,2023/11/26 15:30,2023/11/26 17:30
4556,12753,B11601102,工作分配,2023/10/4 16:00,2023/10/4 17:00
4557,4517,R11621017,工作分配,2023/11/3 11:00,2023/11/3 13:00
4558,14693,B09704011,實驗結果,2023/9/13 13:30,2023/9/13 14:30
4559,15258,B09302019,工作分配,2023/10/26 23:00,2023/10/27 01:00
4560,2363,B08302824,完成報告書,2023/10/8 10:00,2023/10/8 12:00
4561,5381,B10701082,完成報告書,2023/9/18 20:00,2023/9/18 21:00
4562,20064,R10722055,報告主題,2023/9/5 16:30,2023/9/5 17:30
4563,16641,B11102102,實驗結果,2023/12/2 22:00,2023/12/2 23:00
4564,15944,R10A24038,實作方法,2023/10/28 09:00,2023/10/28 10:00
4565,15453,R11225007,報告主題,2023/10/21 10:00,2023/10/21 12:00
4566,7483,B09500016,實驗結果,2023/9/22 12:30,2023/9/22 14:30
4567,15808,B11607055,實驗結果,2023/11/8 15:00,2023/11/8 16:00
4568,280,B11108023,工作分配,2023/9/8 13:00,2023/9/8 14:00
4569,1421,B09101053,報告主題,2023/11/23 22:30,2023/11/24 00:30
4570,3101,B07201004,實驗結果,2023/10/7 10:00,2023/10/7 11:00
4571,16866,B10403008,報告主題,2023/10/3 23:30,2023/10/4 00:30
4572,21166,B10709021,工作分配,2023/11/21 09:00,2023/11/21 11:00
4573,4349,B11501066,報告主題,2023/11/4 19:30,2023/11/4 21:30
4574,469,B10102217,實作方法,2023/9/18 15:00,2023/9/18 16:00
4575,6442,R10943055,實驗結果,2023/10/25 11:00,2023/10/25 13:00
4576,13799,B10208015,實驗結果,2023/10/30 12:00,2023/10/30 13:00
4577,8915,B10701053,完成報告書,2023/11/24 09:30,2023/11/24 11:30
4578,12028,R10525033,工作分配,2023/10/22 14:00,2023/10/22 16:00
4579,19426,B11201017,完成報告書,2023/11/29 11:30,2023/11/29 13:30
4580,44,B09403010,實驗結果,2023/10/26 20:00,2023/10/26 21:00
4581,18068,B11605014,完成報告書,2023/9/19 10:30,2023/9/19 11:30
4582,5314,B11107033,完成報告書,2023/10/18 19:30,2023/10/18 20:30
4583,19163,B09503118,完成報告書,2023/11/26 12:30,2023/11/26 14:30
4584,19686,B10301309,報告主題,2023/10/6 16:00,2023/10/6 17:00
4585,20516,B08502011,工作分配,2023/9/15 22:30,2023/9/16 00:30
4586,14529,R11252638,完成報告書,2023/11/11 13:30,2023/11/11 15:30
4587,20196,B11312039,實作方法,2023/11/6 13:00,2023/11/6 14:00
4588,19388,B05305039,完成報告書,2023/9/6 13:00,2023/9/6 14:00
4589,14492,B08702006,實驗結果,2023/11/20 12:30,2023/11/20 14:30
4590,7870,B10403082,完成報告書,2023/11/11 19:30,2023/11/11 21:30
4591,19388,B05305039,工作分配,2023/10/22 18:00,2023/10/22 19:00
4592,3076,B11507210,工作分配,2023/11/30 13:00,2023/11/30 14:00
4593,2929,B09901259,工作分配,2023/10/3 10:00,2023/10/3 11:00
4594,7307,D05944093,實驗結果,2023/11/28 12:30,2023/11/28 14:30
4595,176,B11704011,報告主題,2023/12/10 13:00,2023/12/10 14:00
4596,17944,B10502005,完成報告書,2023/11/25 12:00,2023/11/25 14:00
4597,9955,B08201024,工作分配,2023/9/25 22:30,2023/9/26 00:30
4598,18899,B10A05024,完成報告書,2023/9/22 11:30,2023/9/22 13:30
4599,16141,R09943055,實作方法,2023/10/2 14:00,2023/10/2 15:00
4600,8823,B11604119,實作方法,2023/10/26 12:30,2023/10/26 13:30
4601,20841,R11625016,報告主題,2023/10/26 18:30,2023/10/26 19:30
4602,19921,B11101082,完成報告書,2023/12/12 12:30,2023/12/12 13:30
4603,21007,B10202016,完成報告書,2023/9/21 12:30,2023/9/21 13:30
4604,8656,B10B08025,報告主題,2023/10/10 10:00,2023/10/10 11:00
4605,20394,B10903082,完成報告書,2023/9/10 11:30,2023/9/10 13:30
4606,7530,B09401025,完成報告書,2023/9/14 13:00,2023/9/14 14:00
4607,969,B11407021,實驗結果,2023/10/24 13:00,2023/10/24 14:00
4608,5056,B09A01043,實驗結果,2023/12/7 13:00,2023/12/7 14:00
4609,17273,R09420039,實作方法,2023/10/23 09:30,2023/10/23 10:30
4610,18035,B10502009,實作方法,2023/9/22 21:00,2023/9/22 23:00
4611,4698,B09908025,實作方法,2023/11/7 18:00,2023/11/7 20:00
4612,10135,R11442302,完成報告書,2023/11/7 18:30,2023/11/7 20:30
4613,19331,B09902142,實作方法,2023/9/21 12:30,2023/9/21 14:30
4614,11391,B09611043,實驗結果,2023/11/5 09:00,2023/11/5 10:00
4615,7985,R09941068,實驗結果,2023/11/24 11:30,2023/11/24 12:30
4616,13250,R11251041,完成報告書,2023/9/6 23:00,2023/9/7 01:00
4617,13417,B11700015,報告主題,2023/10/25 11:30,2023/10/25 12:30
4618,7758,B11501029,實作方法,2023/9/24 15:30,2023/9/24 17:30
4619,5766,B08904026,工作分配,2023/10/5 09:30,2023/10/5 10:30
4620,17405,R10941029,報告主題,2023/12/7 13:00,2023/12/7 14:00
4621,13242,R11252045,實驗結果,2023/9/17 09:30,2023/9/17 10:30
4622,7773,B10702001,工作分配,2023/11/14 12:30,2023/11/14 13:30
4623,13854,R10521120,完成報告書,2023/9/29 15:00,2023/9/29 17:00
4624,16397,R10441126,工作分配,2023/10/25 19:30,2023/10/25 20:30
4625,5607,B10201207,完成報告書,2023/11/13 21:00,2023/11/13 23:00
4626,9666,B11307036,實驗結果,2023/11/21 14:00,2023/11/21 15:00
4627,13487,B10207A03,完成報告書,2023/9/11 11:00,2023/9/11 12:00
4628,2566,R10226015,工作分配,2023/12/2 10:30,2023/12/2 11:30
4629,3119,B10301072,報告主題,2023/10/6 12:30,2023/10/6 14:30
4630,804,B09401111,工作分配,2023/9/17 15:00,2023/9/17 16:00
4631,11123,B10603055,實作方法,2023/11/4 11:30,2023/11/4 13:30
4632,6491,B08903022,完成報告書,2023/9/15 19:30,2023/9/15 21:30
4633,3119,B10301072,工作分配,2023/9/25 10:30,2023/9/25 11:30
4634,11931,B11613006,實作方法,2023/11/5 15:30,2023/11/5 16:30
4635,2840,B10408025,實作方法,2023/9/25 21:00,2023/9/25 23:00
4636,279,B10102355,報告主題,2023/9/30 13:00,2023/9/30 15:00
4637,5917,R11942109,完成報告書,2023/11/18 11:30,2023/11/18 12:30
4638,7457,B08A01102,報告主題,2023/10/22 19:00,2023/10/22 21:00
4639,9676,B11201016,完成報告書,2023/9/24 15:00,2023/9/24 17:00
4640,823,R11742010,實作方法,2023/11/5 13:00,2023/11/5 15:00
4641,4128,B10618006,報告主題,2023/10/31 22:00,2023/10/31 23:00
4642,14058,B10703152,實驗結果,2023/9/7 09:30,2023/9/7 11:30
4643,5464,R10248023,完成報告書,2023/10/27 10:30,2023/10/27 12:30
4644,6848,R10522016,實作方法,2023/11/19 19:00,2023/11/19 21:00
4645,20717,B10705017,完成報告書,2023/9/26 10:30,2023/9/26 11:30
4646,16294,B10700011,實作方法,2023/9/16 19:30,2023/9/16 20:30
4647,20582,B09403009,完成報告書,2023/9/30 11:00,2023/9/30 12:00
4648,6987,D05945024,工作分配,2023/10/16 10:30,2023/10/16 12:30
4649,7836,B11401001,實驗結果,2023/9/29 09:30,2023/9/29 10:30
4650,6395,B09602039,實驗結果,2023/11/18 13:30,2023/11/18 14:30
4651,12629,B11603068,工作分配,2023/11/15 11:30,2023/11/15 12:30
4652,3018,B08101043,實驗結果,2023/10/20 21:00,2023/10/20 23:00
4653,4519,B09901808,完成報告書,2023/11/14 13:00,2023/11/14 14:00
4654,10030,R11121016,實驗結果,2023/11/22 15:00,2023/11/22 16:00
4655,6916,B09603055,實作方法,2023/12/7 23:30,2023/12/8 01:30
4656,12483,B08A02150,完成報告書,2023/11/14 13:00,2023/11/14 15:00
4657,2135,B11901047,完成報告書,2023/11/22 11:30,2023/11/22 13:30
4658,11171,B10201212,實作方法,2023/9/23 14:30,2023/9/23 16:30
4659,19178,B10301091,報告主題,2023/11/8 09:30,2023/11/8 11:30
4660,7557,R11949015,報告主題,2023/11/2 13:30,2023/11/2 15:30
4661,12237,B11701004,實作方法,2023/9/24 16:00,2023/9/24 17:00
4662,7995,R10727052,實作方法,2023/10/6 15:30,2023/10/6 17:30
4663,16904,B10201347,工作分配,2023/9/23 13:30,2023/9/23 15:30
4664,10839,R11922010,報告主題,2023/10/24 15:30,2023/10/24 16:30
4665,6231,R11252160,實作方法,2023/11/22 13:00,2023/11/22 15:00
4666,5915,B11H04025,完成報告書,2023/12/12 20:30,2023/12/12 21:30
4667,6275,F10941010,工作分配,2023/12/8 19:30,2023/12/8 20:30
4668,19396,R11442125,完成報告書,2023/9/7 10:30,2023/9/7 12:30
4669,3153,B07A01011,工作分配,2023/11/22 12:00,2023/11/22 14:00
4670,11415,B10101098,實作方法,2023/11/15 09:00,2023/11/15 10:00
4671,18815,B10507019,工作分配,2023/12/4 18:30,2023/12/4 20:30
4672,15571,B11209080,工作分配,2023/11/3 09:30,2023/11/3 10:30
4673,20290,B10403038,報告主題,2023/9/4 16:00,2023/9/4 18:00
4674,15803,B09908015,報告主題,2023/9/5 17:30,2023/9/5 19:30
4675,5122,B10602055,實作方法,2023/11/26 10:00,2023/11/26 12:00
4676,3612,B10701168,工作分配,2023/9/24 10:30,2023/9/24 12:30
4677,13518,B09702011,實驗結果,2023/11/1 11:00,2023/11/1 13:00
4678,12416,R10921240,報告主題,2023/10/12 16:00,2023/10/12 17:00
4679,4394,B09301018,報告主題,2023/9/9 11:30,2023/9/9 13:30
4680,16174,B09501143,實作方法,2023/11/28 16:00,2023/11/28 17:00
4681,9831,R11948037,工作分配,2023/10/25 19:00,2023/10/25 20:00
4682,13932,D03941020,實作方法,2023/12/9 09:00,2023/12/9 11:00
4683,645,B10201075,實作方法,2023/10/9 09:30,2023/10/9 11:30
4684,12592,B11611011,實驗結果,2023/9/15 19:30,2023/9/15 20:30
4685,4115,B11B04081,實驗結果,2023/9/18 17:00,2023/9/18 18:00
4686,20852,D09B41057,完成報告書,2023/11/23 13:30,2023/11/23 14:30
4687,15511,B11203042,工作分配,2023/11/13 10:30,2023/11/13 11:30
4688,8375,D10623036,實驗結果,2023/10/19 09:00,2023/10/19 11:00
4689,895,B10400016,實作方法,2023/10/24 15:30,2023/10/24 16:30
4690,13216,B08203003,實驗結果,2023/11/24 13:30,2023/11/24 14:30
4691,11159,R11528023,報告主題,2023/12/4 20:00,2023/12/4 22:00
4692,13901,B09606035,工作分配,2023/9/6 15:30,2023/9/6 16:30
4693,18534,B11102127,實驗結果,2023/11/25 10:00,2023/11/25 12:00
4694,9715,B10701098,報告主題,2023/11/15 22:00,2023/11/15 23:00
4695,16498,B09700015,實作方法,2023/10/28 20:30,2023/10/28 21:30
4696,206,B11601102,實驗結果,2023/10/17 11:00,2023/10/17 13:00
4697,10962,B10406015,實作方法,2023/9/19 20:30,2023/9/19 22:30
4698,20883,B10708004,報告主題,2023/11/22 09:00,2023/11/22 10:00
4699,5092,B10702037,實驗結果,2023/9/10 14:00,2023/9/10 15:00
4700,19660,B09401207,實作方法,2023/11/4 21:30,2023/11/4 22:30
4701,21145,B10707020,實驗結果,2023/11/21 12:00,2023/11/21 13:00
4702,7664,B09703044,實作方法,2023/12/12 10:00,2023/12/12 11:00
4703,19039,B10203023,報告主題,2023/10/7 13:00,2023/10/7 14:00
4704,9548,R10B42005,實驗結果,2023/9/24 12:30,2023/9/24 13:30
4705,4545,B10401102,實驗結果,2023/9/19 09:00,2023/9/19 10:00
4706,9416,B11601046,實驗結果,2023/12/10 12:00,2023/12/10 14:00
4707,17653,B08A01111,完成報告書,2023/11/20 10:30,2023/11/20 12:30
4708,8696,B09703040,實驗結果,2023/10/4 11:30,2023/10/4 12:30
4709,18057,R10943055,報告主題,2023/10/22 12:30,2023/10/22 13:30
4710,16036,B10202070,報告主題,2023/9/8 12:00,2023/9/8 13:00
4711,17721,F07444034,工作分配,2023/10/31 13:30,2023/10/31 14:30
4712,4097,B11617013,報告主題,2023/9/12 16:30,2023/9/12 18:30
4713,10549,R11941018,工作分配,2023/12/9 09:00,2023/12/9 11:00
4714,5310,R11H47039,實作方法,2023/12/7 09:00,2023/12/7 11:00
4715,10027,B08201024,工作分配,2023/10/14 12:00,2023/10/14 13:00
4716,1148,B08503042,實作方法,2023/12/6 12:30,2023/12/6 14:30
4717,7740,R10329026,實作方法,2023/10/2 09:00,2023/10/2 10:00
4718,20462,B10701045,實作方法,2023/10/5 13:00,2023/10/5 14:00
4719,7721,B10707027,工作分配,2023/12/12 12:00,2023/12/12 13:00
4720,8552,B11405020,工作分配,2023/12/4 21:30,2023/12/4 23:30
4721,3334,B10601019,工作分配,2023/12/4 15:30,2023/12/4 17:30
4722,19823,B11613042,完成報告書,2023/12/4 12:30,2023/12/4 13:30
4723,16481,B11103039,報告主題,2023/11/28 10:30,2023/11/28 12:30
4724,9658,R11941111,報告主題,2023/11/11 20:30,2023/11/11 22:30
4725,3600,B10802043,實作方法,2023/11/30 14:00,2023/11/30 16:00
4726,14888,B08A04003,工作分配,2023/11/10 13:30,2023/11/10 14:30
4727,21049,B10401013,完成報告書,2023/11/27 09:30,2023/11/27 11:30
4728,16671,R11448025,報告主題,2023/10/17 14:30,2023/10/17 15:30
4729,21022,B11403020,工作分配,2023/9/28 18:30,2023/9/28 19:30
4730,6335,B11902022,完成報告書,2023/10/8 09:30,2023/10/8 11:30
4731,10516,R11921024,實驗結果,2023/9/23 12:00,2023/9/23 13:00
4732,18610,R11H42119,報告主題,2023/10/6 14:30,2023/10/6 15:30
4733,17078,B10302010,實驗結果,2023/9/9 13:00,2023/9/9 14:00
4734,9532,R09621140,實驗結果,2023/12/10 13:00,2023/12/10 15:00
4735,19485,R10941168,報告主題,2023/9/23 23:30,2023/9/24 00:30
4736,2893,B10709080,實驗結果,2023/9/9 09:00,2023/9/9 11:00
4737,4634,B10102089,工作分配,2023/11/10 13:30,2023/11/10 15:30
4738,19263,B11404081,實驗結果,2023/9/10 10:30,2023/9/10 12:30
4739,1333,B09902043,報告主題,2023/9/25 18:00,2023/9/25 19:00
4740,14829,B11901152,報告主題,2023/9/26 09:00,2023/9/26 11:00
4741,13909,B10105015,實驗結果,2023/9/4 09:30,2023/9/4 11:30
4742,5544,B09901045,實作方法,2023/11/27 10:30,2023/11/27 12:30
4743,8904,B11612036,實驗結果,2023/12/10 21:00,2023/12/10 23:00
4744,8322,B10103038,完成報告書,2023/10/30 10:30,2023/10/30 11:30
4745,7587,B11H08053,完成報告書,2023/10/6 16:30,2023/10/6 17:30
4746,4,R10921231,工作分配,2023/9/6 18:00,2023/9/6 19:00
4747,1423,B10904204,完成報告書,2023/10/21 11:00,2023/10/21 12:00
4748,2596,R11528023,報告主題,2023/10/6 16:00,2023/10/6 18:00
4749,6909,B09904047,工作分配,2023/10/19 20:00,2023/10/19 22:00
4750,14751,B11607054,實驗結果,2023/11/16 12:30,2023/11/16 14:30
4751,5037,B08205036,實作方法,2023/10/29 09:30,2023/10/29 10:30
4752,5068,R10522009,完成報告書,2023/9/18 13:30,2023/9/18 14:30
4753,8497,B11H01001,完成報告書,2023/11/27 14:00,2023/11/27 15:00
4754,4862,R10521043,實作方法,2023/11/10 20:00,2023/11/10 21:00
4755,17361,R10141025,實驗結果,2023/10/9 13:00,2023/10/9 15:00
4756,8865,R10638037,實作方法,2023/9/17 13:30,2023/9/17 15:30
4757,10580,R10522025,完成報告書,2023/12/8 14:00,2023/12/8 16:00
4758,14012,B10307074,工作分配,2023/10/21 17:30,2023/10/21 19:30
4759,5612,B10701143,實作方法,2023/12/9 12:00,2023/12/9 13:00
4760,4023,R10643035,完成報告書,2023/9/17 16:00,2023/9/17 18:00
4761,16288,B11B02001,實作方法,2023/12/6 10:30,2023/12/6 12:30
4762,5066,B10201013,實驗結果,2023/9/20 18:00,2023/9/20 19:00
4763,6750,B11407030,實作方法,2023/9/16 12:00,2023/9/16 14:00
4764,4627,R07222034,報告主題,2023/11/18 14:00,2023/11/18 16:00
4765,20924,B11601140,工作分配,2023/10/31 11:00,2023/10/31 13:00
4766,11388,R11621309,工作分配,2023/11/9 13:00,2023/11/9 15:00
4767,3173,B08505022,報告主題,2023/10/20 23:00,2023/10/21 00:00
4768,5450,B11700015,工作分配,2023/10/12 15:00,2023/10/12 17:00
4769,17152,B10407027,完成報告書,2023/10/3 23:30,2023/10/4 01:30
4770,11669,B08506028,報告主題,2023/9/14 18:30,2023/9/14 20:30
4771,16974,B08A05034,實作方法,2023/9/22 18:00,2023/9/22 20:00
4772,6480,B10502039,實驗結果,2023/9/11 12:30,2023/9/11 14:30
4773,15861,B10602043,報告主題,2023/10/13 12:30,2023/10/13 13:30
4774,12057,B08610027,實驗結果,2023/10/10 20:30,2023/10/10 21:30
4775,17566,B11708056,實作方法,2023/10/22 13:00,2023/10/22 15:00
4776,11101,B11707027,報告主題,2023/9/8 13:30,2023/9/8 14:30
4777,12080,R10722100,工作分配,2023/9/27 12:30,2023/9/27 14:30
4778,10454,B09802208,報告主題,2023/9/8 10:30,2023/9/8 12:30
4779,13111,B09701029,報告主題,2023/12/5 10:30,2023/12/5 12:30
4780,19307,R11521046,實驗結果,2023/9/23 10:00,2023/9/23 11:00
4781,1887,B10505005,實作方法,2023/11/16 09:00,2023/11/16 11:00
4782,18791,B09501012,工作分配,2023/11/2 11:00,2023/11/2 12:00
4783,13438,B08903038,工作分配,2023/10/14 20:30,2023/10/14 21:30
4784,990,B11601204,完成報告書,2023/11/16 13:00,2023/11/16 14:00
4785,21341,B11203045,實驗結果,2023/11/17 12:30,2023/11/17 14:30
4786,8585,R11523012,實驗結果,2023/9/21 12:30,2023/9/21 13:30
4787,2334,B10803065,報告主題,2023/10/29 23:30,2023/10/30 01:30
4788,15812,B10702056,報告主題,2023/10/19 12:00,2023/10/19 13:00
4789,2927,B10907074,完成報告書,2023/10/30 15:30,2023/10/30 17:30
4790,11937,B11501066,完成報告書,2023/11/19 12:00,2023/11/19 14:00
4791,5643,R10142170,完成報告書,2023/10/27 09:00,2023/10/27 10:00
4792,6881,B11101068,實作方法,2023/11/3 23:30,2023/11/4 00:30
4793,176,B11704011,實作方法,2023/9/8 11:30,2023/9/8 12:30
4794,8330,R11A21101,實驗結果,2023/10/19 10:00,2023/10/19 11:00
4795,2291,B09101066,工作分配,2023/10/24 10:00,2023/10/24 12:00
4796,1605,B11404038,完成報告書,2023/12/4 13:00,2023/12/4 15:00
4797,11539,B09202170,實作方法,2023/10/8 10:00,2023/10/8 12:00
4798,20409,R11941056,實作方法,2023/9/9 14:00,2023/9/9 15:00
4799,18132,B11615004,完成報告書,2023/9/27 16:30,2023/9/27 18:30
4800,5853,B09503055,完成報告書,2023/10/8 09:00,2023/10/8 11:00
4801,13310,R11948015,完成報告書,2023/11/13 09:00,2023/11/13 11:00
4802,21246,R10323118,工作分配,2023/11/12 10:30,2023/11/12 11:30
4803,9061,B08301239,實驗結果,2023/10/12 09:00,2023/10/12 10:00
4804,13849,B11401056,工作分配,2023/11/8 10:00,2023/11/8 11:00
4805,13056,B08703022,實驗結果,2023/11/21 09:00,2023/11/21 11:00
4806,11887,R10441010,工作分配,2023/9/9 09:30,2023/9/9 11:30
4807,9032,B11501026,完成報告書,2023/10/15 09:00,2023/10/15 11:00
4808,2473,R10527036,實驗結果,2023/12/9 22:30,2023/12/10 00:30
4809,7592,B09501047,報告主題,2023/9/30 22:30,2023/9/30 23:30
4810,17085,B10301153,完成報告書,2023/10/29 11:00,2023/10/29 12:00
4811,18658,B11605036,工作分配,2023/11/2 12:00,2023/11/2 14:00
4812,2732,B11402355,實作方法,2023/11/28 18:00,2023/11/28 20:00
4813,4467,B10401330,實驗結果,2023/11/9 09:00,2023/11/9 11:00
4814,10430,R11522142,完成報告書,2023/9/13 11:00,2023/9/13 13:00
4815,15934,R10921015,報告主題,2023/9/7 12:30,2023/9/7 13:30
4816,13366,R11H42070,完成報告書,2023/9/21 23:00,2023/9/22 01:00
4817,20174,R10B41060,實作方法,2023/12/8 09:30,2023/12/8 10:30
4818,18599,R11528037,實作方法,2023/10/28 12:00,2023/10/28 14:00
4819,19504,B11305022,完成報告書,2023/10/6 22:30,2023/10/6 23:30
4820,14839,B11805003,完成報告書,2023/11/26 18:00,2023/11/26 20:00
4821,8450,B10408032,實作方法,2023/10/17 18:00,2023/10/17 20:00
4822,17205,R10541204,實驗結果,2023/12/12 21:00,2023/12/12 22:00
4823,18404,B10611A01,完成報告書,2023/10/20 12:30,2023/10/20 13:30
4824,1817,B09A02084,實驗結果,2023/11/13 18:30,2023/11/13 19:30
4825,9852,B11611141,實驗結果,2023/10/20 10:30,2023/10/20 12:30
4826,15115,B10501365,報告主題,2023/9/27 10:00,2023/9/27 12:00
4827,7262,B11618006,工作分配,2023/11/25 10:00,2023/11/25 11:00
4828,988,B10308023,報告主題,2023/12/9 14:00,2023/12/9 15:00
4829,6373,B11402036,實作方法,2023/11/11 09:30,2023/11/11 11:30
4830,13196,B09603116,報告主題,2023/9/23 13:30,2023/9/23 14:30
4831,5271,R10325007,工作分配,2023/9/26 13:30,2023/9/26 15:30
4832,20935,B10802717,實作方法,2023/9/8 13:30,2023/9/8 14:30
4833,15680,B10603003,實作方法,2023/9/22 15:30,2023/9/22 17:30
4834,7781,B09905028,工作分配,2023/11/3 09:30,2023/11/3 10:30
4835,18557,R10542036,實作方法,2023/9/15 19:00,2023/9/15 21:00
4836,3312,B11404004,完成報告書,2023/10/10 22:30,2023/10/10 23:30
4837,15941,R11921168,實驗結果,2023/10/31 10:00,2023/10/31 11:00
4838,13651,B09905014,完成報告書,2023/9/14 23:30,2023/9/15 01:30
4839,7153,R11623012,報告主題,2023/12/9 23:30,2023/12/10 00:30
4840,3144,B11603068,實驗結果,2023/11/25 12:00,2023/11/25 14:00
4841,12383,R11444011,實作方法,2023/10/11 14:30,2023/10/11 15:30
4842,8311,B10702159,實作方法,2023/12/2 10:30,2023/12/2 11:30
4843,18137,B11H08025,報告主題,2023/9/24 13:00,2023/9/24 14:00
4844,12326,B09602261,報告主題,2023/10/6 22:30,2023/10/6 23:30
4845,9195,B10701042,報告主題,2023/10/6 16:30,2023/10/6 17:30
4846,4180,B10403036,完成報告書,2023/9/18 23:00,2023/9/19 00:00
4847,402,B11604012,實作方法,2023/10/29 17:30,2023/10/29 18:30
4848,3393,B09901120,工作分配,2023/9/17 21:00,2023/9/17 23:00
4849,12649,B11202083,完成報告書,2023/12/8 09:00,2023/12/8 11:00
4850,11760,B11502036,報告主題,2023/10/14 20:30,2023/10/14 21:30
4851,20196,B10202261,實作方法,2023/10/2 14:30,2023/10/2 16:30
4852,8648,B10702717,實驗結果,2023/10/30 11:00,2023/10/30 12:00
4853,1026,B10306015,報告主題,2023/10/13 16:00,2023/10/13 18:00
4854,2821,R09624038,實作方法,2023/12/3 23:00,2023/12/4 01:00
4855,18001,B10105033,實作方法,2023/12/3 12:00,2023/12/3 13:00
4856,9927,B08611029,實驗結果,2023/10/10 09:00,2023/10/10 11:00
4857,6297,B11101019,工作分配,2023/10/16 15:30,2023/10/16 17:30
4858,17446,R10627057,完成報告書,2023/10/14 11:30,2023/10/14 13:30
4859,14197,R11743036,實驗結果,2023/9/24 17:00,2023/9/24 18:00
4860,12672,R09628053,實作方法,2023/9/15 11:30,2023/9/15 12:30
4861,4552,B11701102,完成報告書,2023/9/5 22:00,2023/9/5 23:00
4862,14072,B11706028,實作方法,2023/11/9 09:00,2023/11/9 11:00
4863,11036,B11311068,報告主題,2023/11/12 22:30,2023/11/13 00:30
4864,8767,B10601044,報告主題,2023/12/2 10:30,2023/12/2 11:30
4865,20652,B11705016,實作方法,2023/9/22 11:30,2023/9/22 13:30
4866,14614,R11H42170,工作分配,2023/11/28 11:00,2023/11/28 13:00
4867,15940,B10506033,報告主題,2023/12/2 14:00,2023/12/2 16:00
4868,18648,B09703040,報告主題,2023/12/11 12:30,2023/12/11 13:30
4869,20173,B10604016,工作分配,2023/11/4 16:30,2023/11/4 18:30
4870,240,R10544011,實作方法,2023/11/6 22:00,2023/11/7 00:00
4871,1261,R11948037,報告主題,2023/11/5 16:30,2023/11/5 17:30
4872,1730,B11107052,實作方法,2023/10/27 11:30,2023/10/27 13:30
4873,14691,B08901241,完成報告書,2023/9/7 11:00,2023/9/7 12:00
4874,13274,B11801109,實驗結果,2023/9/19 18:00,2023/9/19 20:00
4875,19814,B09902025,實驗結果,2023/12/10 15:30,2023/12/10 17:30
4876,16246,R11942029,工作分配,2023/10/16 23:00,2023/10/17 01:00
4877,17286,B10802115,工作分配,2023/11/19 19:30,2023/11/19 21:30
4878,1541,B10305024,報告主題,2023/9/23 20:30,2023/9/23 21:30
4879,1365,R11A24009,工作分配,2023/9/8 16:00,2023/9/8 17:00
4880,19708,R11941150,工作分配,2023/12/12 09:30,2023/12/12 10:30
4881,20994,R10547210,實作方法,2023/12/2 11:30,2023/12/2 13:30
4882,4046,B10603012,完成報告書,2023/11/9 10:30,2023/11/9 11:30
4883,458,B11614003,實驗結果,2023/10/15 11:30,2023/10/15 13:30
4884,13014,B09303042,工作分配,2023/12/8 09:30,2023/12/8 11:30
4885,7604,B10203050,實驗結果,2023/9/26 09:30,2023/9/26 10:30
4886,9396,B11705034,工作分配,2023/11/29 12:30,2023/11/29 14:30
4887,16164,B11905026,實作方法,2023/9/9 09:00,2023/9/9 10:00
4888,17567,R11441045,完成報告書,2023/10/14 11:30,2023/10/14 12:30
4889,2142,B10202022,完成報告書,2023/11/28 12:30,2023/11/28 14:30
4890,9965,B09901365,實作方法,2023/11/22 09:30,2023/11/22 11:30
4891,14625,B11702039,工作分配,2023/11/7 09:30,2023/11/7 11:30
4892,17033,B10407019,工作分配,2023/11/24 23:30,2023/11/25 00:30
4893,15760,B11103008,實驗結果,2023/9/27 11:00,2023/9/27 12:00
4894,11670,B07108004,工作分配,2023/10/17 12:30,2023/10/17 13:30
4895,16667,R11521119,實作方法,2023/9/26 18:30,2023/9/26 20:30
4896,15264,B09902070,報告主題,2023/12/12 17:30,2023/12/12 18:30
4897,4008,B08614204,報告主題,2023/9/8 13:30,2023/9/8 14:30
4898,13508,R11642261,工作分配,2023/9/13 09:00,2023/9/13 10:00
4899,3113,R10925016,報告主題,2023/12/7 11:00,2023/12/7 13:00
4900,12366,R10221044,完成報告書,2023/11/4 12:30,2023/11/4 14:30
4901,10576,B11101020,實驗結果,2023/11/23 16:30,2023/11/23 18:30
4902,13161,B09903023,工作分配,2023/11/7 12:00,2023/11/7 14:00
4903,21310,B10506015,工作分配,2023/10/24 23:30,2023/10/25 00:30
