user ID,IG account,FB account
D09B43020,D09B43020_,D09B43020_
R11921025,R11921025_,R11921025_
B09A01231,B09A01231_,B09A01231_
B11908015,B11908015_,B11908015_
R09944015,R09944015_,R09944015_
B11H01211,B11H01211_,B11H01211_
B10703050,B10703050_,B10703050_
B08703035,B08703035_,B08703035_
B11611108,B11611108_,B11611108_
R09B28032,R09B28032_,R09B28032_
B10A01014,B10A01014_,B10A01014_
B05301040,B05301040_,B05301040_
R11521016,R11521016_,R11521016_
B09702605,B09702605_,B09702605_
B11601011,B11601011_,B11601011_
B09107055,B09107055_,B09107055_
R08121026,R08121026_,R08121026_
R11642039,R11642039_,R11642039_
R10445024,R10445024_,R10445024_
R11H42009,R11H42009_,R11H42009_
B10202119,B10202119_,B10202119_
B10602029,B10602029_,B10602029_
B10602039,B10602039_,B10602039_
B10A01039,B10A01039_,B10A01039_
B09601365,B09601365_,B09601365_
B10708015,B10708015_,B10708015_
B10404093,B10404093_,B10404093_
B08A04026,B08A04026_,B08A04026_
B09617054,B09617054_,B09617054_
B10201037,B10201037_,B10201037_
B09A02025,B09A02025_,B09A02025_
B11B03044,B11B03044_,B11B03044_
B10201011,B10201011_,B10201011_
B11300047,B11300047_,B11300047_
B07102115,B07102115_,B07102115_
B11508024,B11508024_,B11508024_
F09449019,F09449019_,F09449019_
B09408004,B09408004_,B09408004_
B10202006,B10202006_,B10202006_
R10244026,R10244026_,R10244026_
B11404119,B11404119_,B11404119_
B10702021,B10702021_,B10702021_
R10321012,R10321012_,R10321012_
B09904015,B09904015_,B09904015_
R10242043,R10242043_,R10242043_
B11612037,B11612037_,B11612037_
R10923009,R10923009_,R10923009_
B10302160,B10302160_,B10302160_
R11259015,R11259015_,R11259015_
B09101004,B09101004_,B09101004_
B08701068,B08701068_,B08701068_
B09601011,B09601011_,B09601011_
R10224047,R10224047_,R10224047_
B11105004,B11105004_,B11105004_
B08A04017,B08A04017_,B08A04017_
B11902037,B11902037_,B11902037_
B09903044,B09903044_,B09903044_
B11705026,B11705026_,B11705026_
B10304204,B10304204_,B10304204_
B10306035,B10306035_,B10306035_
R11521029,R11521029_,R11521029_
B11204025,B11204025_,B11204025_
B08611052,B08611052_,B08611052_
B05305005,B05305005_,B05305005_
R11523039,R11523039_,R11523039_
B11611079,B11611079_,B11611079_
B11B02022,B11B02022_,B11B02022_
R10620016,R10620016_,R10620016_
B10608015,B10608015_,B10608015_
B09501046,B09501046_,B09501046_
B09A02127,B09A02127_,B09A02127_
B08A03076,B08A03076_,B08A03076_
R10327A03,R10327A03_,R10327A03_
B11103057,B11103057_,B11103057_
B09901010,B09901010_,B09901010_
B11615014,B11615014_,B11615014_
R11124051,R11124051_,R11124051_
B11402084,B11402084_,B11402084_
B11201039,B11201039_,B11201039_
B09304016,B09304016_,B09304016_
B11612070,B11612070_,B11612070_
B10307039,B10307039_,B10307039_
B11403020,B11403020_,B11403020_
B11102159,B11102159_,B11102159_
B08701212,B08701212_,B08701212_
B10701119,B10701119_,B10701119_
B10401010,B10401010_,B10401010_
B11703039,B11703039_,B11703039_
B10804081,B10804081_,B10804081_
R10942208,R10942208_,R10942208_
B09501240,B09501240_,B09501240_
B11606033,B11606033_,B11606033_
B10A03042,B10A03042_,B10A03042_
B09902101,B09902101_,B09902101_
B09301029,B09301029_,B09301029_
B09702142,B09702142_,B09702142_
R11941072,R11941072_,R11941072_
B09904051,B09904051_,B09904051_
B09303023,B09303023_,B09303023_
B09701101,B09701101_,B09701101_
B11802011,B11802011_,B11802011_
R11623118,R11623118_,R11623118_
B09707021,B09707021_,B09707021_
B09902261,B09902261_,B09902261_
B11704004,B11704004_,B11704004_
B11905004,B11905004_,B11905004_
B11203044,B11203044_,B11203044_
B11611020,B11611020_,B11611020_
B09611042,B09611042_,B09611042_
B11203042,B11203042_,B11203042_
B10607013,B10607013_,B10607013_
B10401029,B10401029_,B10401029_
F09444070,F09444070_,F09444070_
B09403055,B09403055_,B09403055_
B11618006,B11618006_,B11618006_
B10207036,B10207036_,B10207036_
B07101045,B07101045_,B07101045_
B11702006,B11702006_,B11702006_
R10242126,R10242126_,R10242126_
B10400012,B10400012_,B10400012_
B11203050,B11203050_,B11203050_
B10205022,B10205022_,B10205022_
B11601060,B11601060_,B11601060_
B09703020,B09703020_,B09703020_
D03941082,D03941082_,D03941082_
B11401052,B11401052_,B11401052_
B11303040,B11303040_,B11303040_
B11901072,B11901072_,B11901072_
B11103082,B11103082_,B11103082_
B11H01041,B11H01041_,B11H01041_
B09402011,B09402011_,B09402011_
B08611011,B08611011_,B08611011_
B08601098,B08601098_,B08601098_
B10A01346,B10A01346_,B10A01346_
B08618023,B08618023_,B08618023_
R10621004,R10621004_,R10621004_
B11704011,B11704011_,B11704011_
B10701231,B10701231_,B10701231_
F09542127,F09542127_,F09542127_
R11527030,R11527030_,R11527030_
B10A02261,B10A02261_,B10A02261_
B10302100,B10302100_,B10302100_
R11322021,R11322021_,R11322021_
B10A07044,B10A07044_,B10A07044_
R10528024,R10528024_,R10528024_
R11943008,R11943008_,R11943008_
B11201098,B11201098_,B11201098_
B11405060,B11405060_,B11405060_
B11201011,B11201011_,B11201011_
B10302054,B10302054_,B10302054_
B10107A03,B10107A03_,B10107A03_
B09808015,B09808015_,B09808015_
B09501217,B09501217_,B09501217_
R11642824,R11642824_,R11642824_
B10611061,B10611061_,B10611061_
B11301044,B11301044_,B11301044_
R11441004,R11441004_,R11441004_
R11624016,R11624016_,R11624016_
B10401012,B10401012_,B10401012_
B10A01024,B10A01024_,B10A01024_
B08204070,B08204070_,B08204070_
R10142087,R10142087_,R10142087_
B10704004,B10704004_,B10704004_
R11A25026,R11A25026_,R11A25026_
B09100011,B09100011_,B09100011_
B10504013,B10504013_,B10504013_
B11609080,B11609080_,B11609080_
B11617052,B11617052_,B11617052_
R10631365,R10631365_,R10631365_
B09904081,B09904081_,B09904081_
R11641017,R11641017_,R11641017_
F09441046,F09441046_,F09441046_
B11201037,B11201037_,B11201037_
B09404016,B09404016_,B09404016_
R11H47057,R11H47057_,R11H47057_
B08901309,B08901309_,B08901309_
B10705060,B10705060_,B10705060_
B10301020,B10301020_,B10301020_
B11401003,B11401003_,B11401003_
R11253003,R11253003_,R11253003_
B09807210,B09807210_,B09807210_
B09903040,B09903040_,B09903040_
B10601018,B10601018_,B10601018_
B09401011,B09401011_,B09401011_
B09612013,B09612013_,B09612013_
B11H07054,B11H07054_,B11H07054_
R10441150,R10441150_,R10441150_
B10703040,B10703040_,B10703040_
R11441052,R11441052_,R11441052_
R10944049,R10944049_,R10944049_
B11202031,B11202031_,B11202031_
B11611101,B11611101_,B11611101_
B07A08015,B07A08015_,B07A08015_
R11521808,R11521808_,R11521808_
R11922605,R11922605_,R11922605_
B10201043,B10201043_,B10201043_
B10501152,B10501152_,B10501152_
B10201075,B10201075_,B10201075_
B10302115,B10302115_,B10302115_
B10407021,B10407021_,B10407021_
B11103040,B11103040_,B11103040_
R09944004,R09944004_,R09944004_
B11108023,B11108023_,B11108023_
B09205005,B09205005_,B09205005_
R10220011,R10220011_,R10220011_
B08501004,B08501004_,B08501004_
B10405009,B10405009_,B10405009_
R10225022,R10225022_,R10225022_
B09507013,B09507013_,B09507013_
R11942010,R11942010_,R11942010_
B09301056,B09301056_,B09301056_
B10208023,B10208023_,B10208023_
B11901217,B11901217_,B11901217_
R10947A03,R10947A03_,R10947A03_
R08121808,R08121808_,R08121808_
B10303026,B10303026_,B10303026_
B10602170,B10602170_,B10602170_
B09101207,B09101207_,B09101207_
B09108024,B09108024_,B09108024_
B11400015,B11400015_,B11400015_
B10702170,B10702170_,B10702170_
R09B22033,R09B22033_,R09B22033_
B10203026,B10203026_,B10203026_
R10A22010,R10A22010_,R10A22010_
B09402039,B09402039_,B09402039_
B10603044,B10603044_,B10603044_
R11254204,R11254204_,R11254204_
R11522019,R11522019_,R11522019_
B07402039,B07402039_,B07402039_
R11624025,R11624025_,R11624025_
R11623077,R11623077_,R11623077_
R11927036,R11927036_,R11927036_
R11522125,R11522125_,R11522125_
B10201140,B10201140_,B10201140_
B10301015,B10301015_,B10301015_
B11702009,B11702009_,B11702009_
R11A22217,R11A22217_,R11A22217_
B10301347,B10301347_,B10301347_
B10613036,B10613036_,B10613036_
B11102006,B11102006_,B11102006_
R10A22055,R10A22055_,R10A22055_
B09502010,B09502010_,B09502010_
B11208025,B11208025_,B11208025_
B11603150,B11603150_,B11603150_
B11902029,B11902029_,B11902029_
B11409011,B11409011_,B11409011_
B10402039,B10402039_,B10402039_
R07221A01,R07221A01_,R07221A01_
B10101216,B10101216_,B10101216_
D05942016,D05942016_,D05942016_
R09427033,R09427033_,R09427033_
D09B42717,D09B42717_,D09B42717_
R10221153,R10221153_,R10221153_
R10221044,R10221044_,R10221044_
B10502011,B10502011_,B10502011_
B10701240,B10701240_,B10701240_
B10701259,B10701259_,B10701259_
B11601026,B11601026_,B11601026_
B11201120,B11201120_,B11201120_
B08703137,B08703137_,B08703137_
R10143020,R10143020_,R10143020_
B11507052,B11507052_,B11507052_
B08701240,B08701240_,B08701240_
B10501066,B10501066_,B10501066_
B11908006,B11908006_,B11908006_
B05306041,B05306041_,B05306041_
B11609015,B11609015_,B11609015_
B10603055,B10603055_,B10603055_
B09801240,B09801240_,B09801240_
B09202037,B09202037_,B09202037_
B11202150,B11202150_,B11202150_
B10103032,B10103032_,B10103032_
B11104013,B11104013_,B11104013_
B10302054,B10302054_,B10302054_
B08801016,B08801016_,B08801016_
R08121011,R08121011_,R08121011_
B10203048,B10203048_,B10203048_
B11101003,B11101003_,B11101003_
B08601101,B08601101_,B08601101_
B11501102,B11501102_,B11501102_
B09102129,B09102129_,B09102129_
B10A02129,B10A02129_,B10A02129_
B09301013,B09301013_,B09301013_
B09401019,B09401019_,B09401019_
B09504070,B09504070_,B09504070_
R11944070,R11944070_,R11944070_
B09502033,B09502033_,B09502033_
B08101037,B08101037_,B08101037_
R10631097,R10631097_,R10631097_
B10209015,B10209015_,B10209015_
B11501037,B11501037_,B11501037_
B08610047,B08610047_,B08610047_
R10522717,R10522717_,R10522717_
B11904049,B11904049_,B11904049_
B11611019,B11611019_,B11611019_
B08605017,B08605017_,B08605017_
B09702638,B09702638_,B09702638_
B10408056,B10408056_,B10408056_
F08922024,F08922024_,F08922024_
B11407033,B11407033_,B11407033_
B10601026,B10601026_,B10601026_
R09629080,R09629080_,R09629080_
B09307055,B09307055_,B09307055_
B08203018,B08203018_,B08203018_
B11607039,B11607039_,B11607039_
B09702160,B09702160_,B09702160_
B11102302,B11102302_,B11102302_
B10802717,B10802717_,B10802717_
R11942129,R11942129_,R11942129_
B09104009,B09104009_,B09104009_
B09104004,B09104004_,B09104004_
B09901070,B09901070_,B09901070_
B08A01049,B08A01049_,B08A01049_
B09101330,B09101330_,B09101330_
B09605004,B09605004_,B09605004_
B08701045,B08701045_,B08701045_
R10521014,R10521014_,R10521014_
B10405004,B10405004_,B10405004_
D10622208,D10622208_,D10622208_
F08523028,F08523028_,F08523028_
B08508025,B08508025_,B08508025_
B09901217,B09901217_,B09901217_
B08701165,B08701165_,B08701165_
R10447039,R10447039_,R10447039_
B11908118,B11908118_,B11908118_
F09544004,F09544004_,F09544004_
R11442261,R11442261_,R11442261_
F09442339,F09442339_,F09442339_
B09101004,B09101004_,B09101004_
B09401037,B09401037_,B09401037_
R11258037,R11258037_,R11258037_
B10301259,B10301259_,B10301259_
B10601015,B10601015_,B10601015_
B10903082,B10903082_,B10903082_
R11H42039,R11H42039_,R11H42039_
B10802043,B10802043_,B10802043_
R07225024,R07225024_,R07225024_
R10621101,R10621101_,R10621101_
B09401365,B09401365_,B09401365_
B11602106,B11602106_,B11602106_
R10628015,R10628015_,R10628015_
B09902010,B09902010_,B09902010_
R11H40016,R11H40016_,R11H40016_
B08904204,B08904204_,B08904204_
B08507052,B08507052_,B08507052_
B11701001,B11701001_,B11701001_
B09107028,B09107028_,B09107028_
R11A23040,R11A23040_,R11A23040_
B09A03020,B09A03020_,B09A03020_
B08311347,B08311347_,B08311347_
B11H02129,B11H02129_,B11H02129_
B10407044,B10407044_,B10407044_
R11224049,R11224049_,R11224049_
B11602056,B11602056_,B11602056_
B10603048,B10603048_,B10603048_
R11521346,R11521346_,R11521346_
B11103035,B11103035_,B11103035_
B08509015,B08509015_,B08509015_
B10701029,B10701029_,B10701029_
F09444011,F09444011_,F09444011_
F09442034,F09442034_,F09442034_
B11102302,B11102302_,B11102302_
B11601039,B11601039_,B11601039_
B11901A01,B11901A01_,B11901A01_
R09B25022,R09B25022_,R09B25022_
B11408037,B11408037_,B11408037_
R10528015,R10528015_,R10528015_
B10705003,B10705003_,B10705003_
B11603042,B11603042_,B11603042_
B10607019,B10607019_,B10607019_
B10201150,B10201150_,B10201150_
B10105022,B10105022_,B10105022_
D09B41057,D09B41057_,D09B41057_
B08A01056,B08A01056_,B08A01056_
B11508004,B11508004_,B11508004_
B11207057,B11207057_,B11207057_
R11125026,R11125026_,R11125026_
B10103015,B10103015_,B10103015_
R11251143,R11251143_,R11251143_
R10A21092,R10A21092_,R10A21092_
B11201011,B11201011_,B11201011_
B11101072,B11101072_,B11101072_
B10401309,B10401309_,B10401309_
B09705035,B09705035_,B09705035_
B09102125,B09102125_,B09102125_
B08203068,B08203068_,B08203068_
B10303026,B10303026_,B10303026_
B09103048,B09103048_,B09103048_
B11H02717,B11H02717_,B11H02717_
R11921020,R11921020_,R11921020_
R08123142,R08123142_,R08123142_
B11602102,B11602102_,B11602102_
R11442160,R11442160_,R11442160_
B06402217,B06402217_,B06402217_
F09547054,F09547054_,F09547054_
B11201060,B11201060_,B11201060_
B09902089,B09902089_,B09902089_
B10A09019,B10A09019_,B10A09019_
B10A08118,B10A08118_,B10A08118_
B08A05034,B08A05034_,B08A05034_
B10605014,B10605014_,B10605014_
B10703038,B10703038_,B10703038_
B11505003,B11505003_,B11505003_
B10A07028,B10A07028_,B10A07028_
R10B41043,R10B41043_,R10B41043_
R11646033,R11646033_,R11646033_
B11501141,B11501141_,B11501141_
R10A21347,R10A21347_,R10A21347_
B11404004,B11404004_,B11404004_
R11944119,R11944119_,R11944119_
B10704012,B10704012_,B10704012_
R11521102,R11521102_,R11521102_
R10942355,R10942355_,R10942355_
R11121012,R11121012_,R11121012_
R11941150,R11941150_,R11941150_
R10722089,R10722089_,R10722089_
B10701006,B10701006_,B10701006_
R11921045,R11921045_,R11921045_
R10722100,R10722100_,R10722100_
F09447039,F09447039_,F09447039_
B08109015,B08109015_,B08109015_
B11613040,B11613040_,B11613040_
D10622125,D10622125_,D10622125_
R10527027,R10527027_,R10527027_
R10727057,R10727057_,R10727057_
B09306044,B09306044_,B09306044_
B10604047,B10604047_,B10604047_
B10202016,B10202016_,B10202016_
B11702056,B11702056_,B11702056_
R11324049,R11324049_,R11324049_
R11322056,R11322056_,R11322056_
B11611042,B11611042_,B11611042_
B11611049,B11611049_,B11611049_
B11402021,B11402021_,B11402021_
B09502013,B09502013_,B09502013_
R11251043,R11251043_,R11251043_
B10103020,B10103020_,B10103020_
B11611216,B11611216_,B11611216_
B11601017,B11601017_,B11601017_
B09501066,B09501066_,B09501066_
B11905026,B11905026_,B11905026_
B08201072,B08201072_,B08201072_
R09621040,R09621040_,R09621040_
R11253020,R11253020_,R11253020_
B11613008,B11613008_,B11613008_
R09626005,R09626005_,R09626005_
B11B04034,B11B04034_,B11B04034_
R10543006,R10543006_,R10543006_
R11943010,R11943010_,R11943010_
B09401207,B09401207_,B09401207_
B05300011,B05300011_,B05300011_
R10723042,R10723042_,R10723042_
B11101150,B11101150_,B11101150_
B09102055,B09102055_,B09102055_
R11621808,R11621808_,R11621808_
D05941097,D05941097_,D05941097_
B11B07033,B11B07033_,B11B07033_
B08307020,B08307020_,B08307020_
R10241231,R10241231_,R10241231_
B11604035,B11604035_,B11604035_
B11107074,B11107074_,B11107074_
B11407044,B11407044_,B11407044_
R10B41004,R10B41004_,R10B41004_
B11301066,B11301066_,B11301066_
B09401031,B09401031_,B09401031_
B11402151,B11402151_,B11402151_
B09202150,B09202150_,B09202150_
B08901001,B08901001_,B08901001_
B09701108,B09701108_,B09701108_
B11908037,B11908037_,B11908037_
B11611068,B11611068_,B11611068_
B10305022,B10305022_,B10305022_
R11441098,R11441098_,R11441098_
B09407023,B09407023_,B09407023_
B09902021,B09902021_,B09902021_
R10A28032,R10A28032_,R10A28032_
R10722102,R10722102_,R10722102_
B11102127,B11102127_,B11102127_
R11921014,R11921014_,R11921014_
B09503082,B09503082_,B09503082_
B11402036,B11402036_,B11402036_
R10A21039,R10A21039_,R10A21039_
B11902045,B11902045_,B11902045_
B09618003,B09618003_,B09618003_
B10101066,B10101066_,B10101066_
B11701041,B11701041_,B11701041_
B09A02011,B09A02011_,B09A02011_
B11H00047,B11H00047_,B11H00047_
R11921039,R11921039_,R11921039_
B11209007,B11209007_,B11209007_
R11941024,R11941024_,R11941024_
R11523026,R11523026_,R11523026_
B09307039,B09307039_,B09307039_
R11527027,R11527027_,R11527027_
B09701056,B09701056_,B09701056_
B10702355,B10702355_,B10702355_
B09705036,B09705036_,B09705036_
B10402005,B10402005_,B10402005_
B09702302,B09702302_,B09702302_
B09507021,B09507021_,B09507021_
B11801111,B11801111_,B11801111_
B11B02014,B11B02014_,B11B02014_
B09A01046,B09A01046_,B09A01046_
B10301168,B10301168_,B10301168_
R10B46005,R10B46005_,R10B46005_
B10906041,B10906041_,B10906041_
B09901049,B09901049_,B09901049_
R11122025,R11122025_,R11122025_
B10502043,B10502043_,B10502043_
B08204012,B08204012_,B08204012_
B11405022,B11405022_,B11405022_
B11402028,B11402028_,B11402028_
B09202024,B09202024_,B09202024_
B10407033,B10407033_,B10407033_
B11105036,B11105036_,B11105036_
B10209019,B10209019_,B10209019_
B09302100,B09302100_,B09302100_
B11612016,B11612016_,B11612016_
R10942006,R10942006_,R10942006_
B11H01061,B11H01061_,B11H01061_
B11402056,B11402056_,B11402056_
B10401072,B10401072_,B10401072_
R10221011,R10221011_,R10221011_
B10701808,B10701808_,B10701808_
B11502054,B11502054_,B11502054_
B10201A01,B10201A01_,B10201A01_
B09A09015,B09A09015_,B09A09015_
B11100015,B11100015_,B11100015_
R11252039,R11252039_,R11252039_
B06407019,B06407019_,B06407019_
B10303038,B10303038_,B10303038_
B09503077,B09503077_,B09503077_
B09901046,B09901046_,B09901046_
B11101207,B11101207_,B11101207_
B11201098,B11201098_,B11201098_
B11611006,B11611006_,B11611006_
B11402005,B11402005_,B11402005_
B10A04034,B10A04034_,B10A04034_
B10302043,B10302043_,B10302043_
B09301075,B09301075_,B09301075_
R09944013,R09944013_,R09944013_
B09501143,B09501143_,B09501143_
R11224011,R11224011_,R11224011_
B09601025,B09601025_,B09601025_
F10946020,F10946020_,F10946020_
B09103152,B09103152_,B09103152_
B10B01011,B10B01011_,B10B01011_
B07203068,B07203068_,B07203068_
F08927028,F08927028_,F08927028_
B11201024,B11201024_,B11201024_
R10625033,R10625033_,R10625033_
D01943015,D01943015_,D01943015_
R11941010,R11941010_,R11941010_
R11124015,R11124015_,R11124015_
B10803044,B10803044_,B10803044_
B09501346,B09501346_,B09501346_
B10109007,B10109007_,B10109007_
B09A07028,B09A07028_,B09A07028_
B09802127,B09802127_,B09802127_
B09305034,B09305034_,B09305034_
B10704016,B10704016_,B10704016_
B11200039,B11200039_,B11200039_
B10505060,B10505060_,B10505060_
F08927019,F08927019_,F08927019_
B11701048,B11701048_,B11701048_
B10703150,B10703150_,B10703150_
B10201020,B10201020_,B10201020_
B10501001,B10501001_,B10501001_
B11702043,B11702043_,B11702043_
B10611140,B10611140_,B10611140_
R11A24011,R11A24011_,R11A24011_
B11402056,B11402056_,B11402056_
B10B05005,B10B05005_,B10B05005_
B11103045,B11103045_,B11103045_
B10616020,B10616020_,B10616020_
B09605034,B09605034_,B09605034_
B10406015,B10406015_,B10406015_
B06202159,B06202159_,B06202159_
B11203044,B11203044_,B11203044_
B10802261,B10802261_,B10802261_
B10401097,B10401097_,B10401097_
R11628024,R11628024_,R11628024_
B11608015,B11608015_,B11608015_
B11404093,B11404093_,B11404093_
B11903116,B11903116_,B11903116_
B06402022,B06402022_,B06402022_
R11251075,R11251075_,R11251075_
R10622045,R10622045_,R10622045_
B10701239,B10701239_,B10701239_
B10504034,B10504034_,B10504034_
B10602006,B10602006_,B10602006_
B11707057,B11707057_,B11707057_
B09503008,B09503008_,B09503008_
B11401042,B11401042_,B11401042_
B10704026,B10704026_,B10704026_
B09301165,B09301165_,B09301165_
B10208015,B10208015_,B10208015_
R10B42009,R10B42009_,R10B42009_
B10302084,B10302084_,B10302084_
B10701056,B10701056_,B10701056_
R11251041,R11251041_,R11251041_
R10142034,R10142034_,R10142034_
R11943035,R11943035_,R11943035_
B11602039,B11602039_,B11602039_
B11701120,B11701120_,B11701120_
R11224093,R11224093_,R11224093_
B11605026,B11605026_,B11605026_
R11252010,R11252010_,R11252010_
B11401102,B11401102_,B11401102_
B10203009,B10203009_,B10203009_
B09605004,B09605004_,B09605004_
B11102102,B11102102_,B11102102_
B07201004,B07201004_,B07201004_
B10307020,B10307020_,B10307020_
B11301150,B11301150_,B11301150_
B11707057,B11707057_,B11707057_
B08901101,B08901101_,B08901101_
B10301025,B10301025_,B10301025_
B11401012,B11401012_,B11401012_
B10702039,B10702039_,B10702039_
B08101020,B08101020_,B08101020_
B09405016,B09405016_,B09405016_
R11941140,R11941140_,R11941140_
B10202021,B10202021_,B10202021_
B11903057,B11903057_,B11903057_
B10502001,B10502001_,B10502001_
B10A02039,B10A02039_,B10A02039_
B09A03045,B09A03045_,B09A03045_
B09408015,B09408015_,B09408015_
R11628023,R11628023_,R11628023_
B09302261,B09302261_,B09302261_
B08611025,B08611025_,B08611025_
B09706023,B09706023_,B09706023_
B11502605,B11502605_,B11502605_
B10A01150,B10A01150_,B10A01150_
B10301022,B10301022_,B10301022_
R11922005,R11922005_,R11922005_
F10941031,F10941031_,F10941031_
B11101082,B11101082_,B11101082_
R11642261,R11642261_,R11642261_
D10628023,D10628023_,D10628023_
B09A01211,B09A01211_,B09A01211_
B09701309,B09701309_,B09701309_
R10223044,R10223044_,R10223044_
B08508056,B08508056_,B08508056_
B08509007,B08509007_,B08509007_
B11501217,B11501217_,B11501217_
B10602339,B10602339_,B10602339_
B09507074,B09507074_,B09507074_
B10307020,B10307020_,B10307020_
B11703044,B11703044_,B11703044_
B08800015,B08800015_,B08800015_
B09401152,B09401152_,B09401152_
B10404081,B10404081_,B10404081_
B09601066,B09601066_,B09601066_
B10208004,B10208004_,B10208004_
B09904017,B09904017_,B09904017_
B09608006,B09608006_,B09608006_
R10947021,R10947021_,R10947021_
B10701011,B10701011_,B10701011_
B10102045,B10102045_,B10102045_
B10107055,B10107055_,B10107055_
B10201068,B10201068_,B10201068_
R07223010,R07223010_,R07223010_
T11304016,T11304016_,T11304016_
B08201043,B08201043_,B08201043_
R10527052,R10527052_,R10527052_
B10901024,B10901024_,B10901024_
B10101102,B10101102_,B10101102_
R10527057,R10527057_,R10527057_
B10404047,B10404047_,B10404047_
B11401120,B11401120_,B11401120_
B08A03003,B08A03003_,B08A03003_
B09701056,B09701056_,B09701056_
R11941045,R11941045_,R11941045_
R10622083,R10622083_,R10622083_
B08A03055,B08A03055_,B08A03055_
B09702170,B09702170_,B09702170_
B09907022,B09907022_,B09907022_
R10445009,R10445009_,R10445009_
B08A02024,B08A02024_,B08A02024_
R09421231,R09421231_,R09421231_
R11948015,R11948015_,R11948015_
R11926033,R11926033_,R11926033_
B11200015,B11200015_,B11200015_
B10603008,B10603008_,B10603008_
B09102006,B09102006_,B09102006_
B09105024,B09105024_,B09105024_
B09704016,B09704016_,B09704016_
B09603044,B09603044_,B09603044_
R08123076,R08123076_,R08123076_
B08904026,B08904026_,B08904026_
R11521098,R11521098_,R11521098_
B10205003,B10205003_,B10205003_
B10201020,B10201020_,B10201020_
B11404204,B11404204_,B11404204_
R11321015,R11321015_,R11321015_
B10701101,B10701101_,B10701101_
B10202034,B10202034_,B10202034_
B08612115,B08612115_,B08612115_
B10504013,B10504013_,B10504013_
R10628118,R10628118_,R10628118_
B08A01019,B08A01019_,B08A01019_
B11402027,B11402027_,B11402027_
B08611016,B08611016_,B08611016_
B11H01056,B11H01056_,B11H01056_
R11940016,R11940016_,R11940016_
R11253022,R11253022_,R11253022_
R11251037,R11251037_,R11251037_
R11622034,R11622034_,R11622034_
B11611006,B11611006_,B11611006_
B08A02006,B08A02006_,B08A02006_
R11252127,R11252127_,R11252127_
R11128025,R11128025_,R11128025_
B09701168,B09701168_,B09701168_
B10302033,B10302033_,B10302033_
B08A02217,B08A02217_,B08A02217_
B10A07210,B10A07210_,B10A07210_
B09301240,B09301240_,B09301240_
B11106020,B11106020_,B11106020_
D01943038,D01943038_,D01943038_
B09908015,B09908015_,B09908015_
B11H08053,B11H08053_,B11H08053_
F09441092,F09441092_,F09441092_
B11501011,B11501011_,B11501011_
R09622638,R09622638_,R09622638_
R11A22034,R11A22034_,R11A22034_
B11703023,B11703023_,B11703023_
B09705020,B09705020_,B09705020_
B11307036,B11307036_,B11307036_
R11943082,R11943082_,R11943082_
B11605005,B11605005_,B11605005_
R11223118,R11223118_,R11223118_
B10613035,B10613035_,B10613035_
B08613040,B08613040_,B08613040_
R10525003,R10525003_,R10525003_
B11102125,B11102125_,B11102125_
R11629021,R11629021_,R11629021_
B09401153,B09401153_,B09401153_
R10521026,R10521026_,R10521026_
B10201039,B10201039_,B10201039_
R10942021,R10942021_,R10942021_
B07A07021,B07A07021_,B07A07021_
B11206023,B11206023_,B11206023_
B11617013,B11617013_,B11617013_
B09903035,B09903035_,B09903035_
D05941006,D05941006_,D05941006_
B09401216,B09401216_,B09401216_
B11401150,B11401150_,B11401150_
B10303036,B10303036_,B10303036_
R10241152,R10241152_,R10241152_
B10405034,B10405034_,B10405034_
B11607210,B11607210_,B11607210_
R11941102,R11941102_,R11941102_
B10401016,B10401016_,B10401016_
B08305020,B08305020_,B08305020_
B07101049,B07101049_,B07101049_
R11128015,R11128015_,R11128015_
B10407054,B10407054_,B10407054_
B10708053,B10708053_,B10708053_
B09702031,B09702031_,B09702031_
B09301091,B09301091_,B09301091_
B10603009,B10603009_,B10603009_
B10A02261,B10A02261_,B10A02261_
R11621019,R11621019_,R11621019_
R10521015,R10521015_,R10521015_
B09603055,B09603055_,B09603055_
R10634013,R10634013_,R10634013_
B11701052,B11701052_,B11701052_
B09301241,B09301241_,B09301241_
B10202039,B10202039_,B10202039_
R10721346,R10721346_,R10721346_
B10408024,B10408024_,B10408024_
B10101108,B10101108_,B10101108_
B11106041,B11106041_,B11106041_
F08521150,F08521150_,F08521150_
B10603039,B10603039_,B10603039_
R10525022,R10525022_,R10525022_
R10A22022,R10A22022_,R10A22022_
B11203006,B11203006_,B11203006_
R11949007,R11949007_,R11949007_
B08619021,B08619021_,B08619021_
B10B07020,B10B07020_,B10B07020_
B09A05003,B09A05003_,B09A05003_
R10921031,R10921031_,R10921031_
B10208024,B10208024_,B10208024_
B10501010,B10501010_,B10501010_
B09408024,B09408024_,B09408024_
B10602025,B10602025_,B10602025_
B11204034,B11204034_,B11204034_
B09702056,B09702056_,B09702056_
B11401165,B11401165_,B11401165_
B09401072,B09401072_,B09401072_
B09101061,B09101061_,B09101061_
B11102125,B11102125_,B11102125_
R11643082,R11643082_,R11643082_
R10520016,R10520016_,R10520016_
B08703116,B08703116_,B08703116_
B05305009,B05305009_,B05305009_
B10201037,B10201037_,B10201037_
B09201082,B09201082_,B09201082_
B10402027,B10402027_,B10402027_
B10102824,B10102824_,B10102824_
B10701041,B10701041_,B10701041_
B08202043,B08202043_,B08202043_
B09502208,B09502208_,B09502208_
