,group_ID,user_ID,join_status,role,job
16361,7561,R10441150,Join,Leader,Undecided
16362,7562,B11108004,Join,Leader,Undecided
16363,7563,B10204004,Join,Leader,Undecided
16364,7564,B11402039,Join,Leader,Undecided
16365,7565,B10702043,Join,Leader,Undecided
16366,7566,B10701040,Join,Leader,Undecided
16367,7567,B08302261,Join,Leader,Undecided
16368,7566,B11301097,Join,Member,Undecided
16369,7564,B11101004,Join,Member,Undecided
16370,7565,B10400015,Join,Member,Undecided
16371,7563,B07101049,Join,Member,Undecided
16372,7568,R11H43044,Join,Leader,Undecided
16373,7569,B10401026,Join,Leader,Undecided
16374,7570,R11520027,Join,Leader,Undecided
16375,7571,B11708004,Join,Leader,Undecided
16376,7572,B11209021,Join,Leader,Undecided
16377,7573,B11101046,Join,Leader,Undecided
16378,7574,R10443038,Join,Leader,Undecided
16379,7575,B11202027,Join,Leader,Undecided
16380,7575,B11703010,Join,Member,Undecided
16381,7576,B11802102,Join,Leader,Undecided
16382,7577,R09621075,Join,Leader,Undecided
16383,7578,B09102025,Join,Leader,Undecided
16384,7579,B09601217,Join,Leader,Undecided
16385,7580,B09604093,Join,Leader,Undecided
16386,7581,B10601111,Join,Leader,Undecided
16387,7582,B09902119,Join,Leader,Undecided
16388,7582,B09101041,Join,Member,Undecided
16389,7583,R11442006,Join,Leader,Undecided
16390,7584,B10603009,Join,Leader,Undecided
16391,7585,B11701108,Join,Leader,Undecided
16392,7586,B09802102,Join,Leader,Undecided
16393,7587,B11H08053,Join,Leader,Undecided
16394,7586,B11201039,Join,Member,Undecided
16395,7583,B09601043,Join,Member,Undecided
16396,7588,R11441150,Join,Leader,Undecided
16397,7589,B09903003,Join,Leader,Undecided
16398,7590,R10722100,Join,Leader,Undecided
16399,7591,B10A01153,Join,Leader,Undecided
16400,7592,B08105004,Join,Leader,Undecided
16401,7593,R10523044,Join,Leader,Undecided
16402,7594,B08311012,Join,Leader,Undecided
16403,7592,B09501047,Join,Member,Undecided
16404,7595,B11611048,Join,Leader,Undecided
16405,7596,B08A07028,Join,Leader,Undecided
16406,7597,R11A22217,Join,Leader,Undecided
16407,7598,B11100015,Join,Leader,Undecided
16408,7599,B10602022,Join,Leader,Undecided
16409,7600,B11404034,Join,Leader,Undecided
16410,7601,B11101102,Join,Leader,Undecided
16411,7602,B09900011,Join,Leader,Undecided
16412,7603,B09501029,Join,Leader,Undecided
16413,7601,B11501204,Join,Member,Undecided
16414,7601,B11609080,Join,Member,Undecided
16415,7601,B10600016,Join,Member,Undecided
16416,7601,R11124093,Join,Member,Undecided
16417,7602,R11941204,Join,Member,Undecided
16418,7603,B11301153,Join,Member,Undecided
16419,7603,R11H48003,Join,Member,Undecided
16420,7602,B11701165,Join,Member,Undecided
16421,7603,B11601204,Join,Member,Undecided
16422,7603,R11444204,Join,Member,Undecided
16423,7604,B10203050,Join,Leader,Undecided
16424,7605,B11202043,Join,Leader,Undecided
16425,7606,B09A00016,Join,Leader,Undecided
16426,7607,B11101153,Join,Leader,Undecided
16427,7608,B09A02019,Join,Leader,Undecided
16428,7606,B11602043,Join,Member,Undecided
16429,7609,B11614038,Join,Leader,Undecided
16430,7610,B09904017,Join,Leader,Undecided
16431,7611,R11A22125,Join,Leader,Undecided
16432,7612,B08201025,Join,Leader,Undecided
16433,7613,R10441108,Join,Leader,Undecided
16434,7614,B10601026,Join,Leader,Undecided
16435,7615,R11648024,Join,Leader,Undecided
16436,7616,B10304011,Join,Leader,Undecided
16437,7617,B11408024,Join,Leader,Undecided
16438,7618,B11101091,Join,Leader,Undecided
16439,7619,B11701216,Join,Leader,Undecided
16440,7620,R11942102,Join,Leader,Undecided
16441,7621,B11505003,Join,Leader,Undecided
16442,7622,B10603039,Join,Leader,Undecided
16443,7623,B10301011,Join,Leader,Undecided
16444,7618,B11701060,Join,Member,Undecided
16445,7616,R10941231,Join,Member,Undecided
16446,7618,B11203137,Join,Member,Undecided
16447,7611,R10927039,Join,Member,Undecided
16448,7613,B09301091,Join,Member,Undecided
16449,7615,R11944004,Join,Member,Undecided
16450,7613,B11602091,Join,Member,Undecided
16451,7610,B09102031,Join,Member,Undecided
16452,7614,B11701006,Join,Member,Undecided
16453,7618,R11941013,Join,Member,Undecided
16454,7616,B08703065,Join,Member,Undecided
16455,7611,B10605033,Join,Member,Undecided
16456,7622,R10524009,Join,Member,Undecided
16457,7623,R10921001,Join,Member,Undecided
16458,7612,B10102127,Join,Member,Undecided
16459,7612,B11611020,Join,Member,Undecided
16460,7623,B10A05004,Join,Member,Undecided
16461,7620,B09807054,Join,Member,Undecided
16462,7621,R11942302,Join,Member,Undecided
16463,7614,B10A03039,Join,Member,Undecided
16464,7617,R11442043,Join,Member,Undecided
16465,7623,R10631150,Join,Member,Undecided
16466,7612,B10A02102,Join,Member,Undecided
16467,7611,B11407057,Join,Member,Undecided
16468,7612,R11125060,Join,Member,Undecided
16469,7613,B08100015,Join,Member,Undecided
16470,7623,B10A02016,Join,Member,Undecided
16471,7615,R09B21212,Join,Member,Undecided
16472,7617,B09603003,Join,Member,Undecided
16473,7618,B11101141,Join,Member,Undecided
16474,7613,B10301082,Join,Member,Undecided
16475,7616,R11747057,Join,Member,Undecided
16476,7614,R11941204,Join,Member,Undecided
16477,7621,R11941082,Join,Member,Undecided
16478,7611,B11700047,Join,Member,Undecided
16479,7610,B11601231,Join,Member,Undecided
16480,7622,B10402010,Join,Member,Undecided
16481,7620,F08522016,Join,Member,Undecided
16482,7615,B09701109,Join,Member,Undecided
16483,7615,B11201056,Join,Member,Undecided
16484,7616,B11301014,Join,Member,Undecided
16485,7622,B09A01240,Join,Member,Undecided
16486,7621,F08524070,Join,Member,Undecided
16487,7617,B08A03020,Join,Member,Undecided
16488,7620,B08301082,Join,Member,Undecided
16489,7610,B11602142,Join,Member,Undecided
16490,7620,B11301011,Join,Member,Undecided
16491,7610,B09A05032,Join,Member,Undecided
16492,7617,B10202043,Join,Member,Undecided
16493,7619,B09702824,Join,Member,Undecided
16494,7619,B11108032,Join,Member,Undecided
16495,7614,B06203022,Join,Member,Undecided
16496,7622,B08612151,Join,Member,Undecided
16497,7621,B11301004,Join,Member,Undecided
16498,7619,B10403044,Join,Member,Undecided
16499,7624,R11942039,Join,Leader,Undecided
16500,7625,B08202039,Join,Leader,Undecided
16501,7626,B10402054,Join,Leader,Undecided
16502,7627,B10705039,Join,Leader,Undecided
16503,7628,B11501001,Join,Leader,Undecided
16504,7629,B10701011,Join,Leader,Undecided
16505,7630,B11603003,Join,Leader,Undecided
16506,7631,R09627036,Join,Leader,Undecided
16507,7632,B11403152,Join,Leader,Undecided
16508,7631,B11B03022,Join,Member,Undecided
16509,7628,B09505036,Join,Member,Undecided
16510,7632,B09605004,Join,Member,Undecided
16511,7628,R10548037,Join,Member,Undecided
16512,7629,B11509080,Join,Member,Undecided
16513,7632,B11703009,Join,Member,Undecided
16514,7627,B10503038,Join,Member,Undecided
16515,7631,B08301066,Join,Member,Undecided
16516,7629,B10504013,Join,Member,Undecided
16517,7630,B11905026,Join,Member,Undecided
16518,7630,B09601241,Join,Member,Undecided
16519,7632,B11901001,Join,Member,Undecided
16520,7631,B11101126,Join,Member,Undecided
16521,7627,B06405014,Join,Member,Undecided
16522,7629,B10202037,Join,Member,Undecided
16523,7631,B10305020,Join,Member,Undecided
16524,7630,D01943077,Join,Member,Undecided
16525,7632,R11252039,Join,Member,Undecided
16526,7627,B09501150,Join,Member,Undecided
16527,7629,B11608015,Join,Member,Undecided
16528,7627,B10703032,Join,Member,Undecided
16529,7628,B09903044,Join,Member,Undecided
16530,7628,B09A02824,Join,Member,Undecided
16531,7633,B09604013,Join,Leader,Undecided
16532,7634,B08803050,Join,Leader,Undecided
16533,7635,B10301066,Join,Leader,Undecided
16534,7636,R11944070,Join,Leader,Undecided
16535,7637,R10142125,Join,Leader,Undecided
16536,7635,B11608056,Join,Member,Undecided
16537,7638,B10703152,Join,Leader,Undecided
16538,7639,F09442024,Join,Leader,Undecided
16539,7640,B08612091,Join,Leader,Undecided
16540,7641,R11621044,Join,Leader,Undecided
16541,7639,B10104038,Join,Member,Undecided
16542,7640,B10405020,Join,Member,Undecided
16543,7641,B07101017,Join,Member,Undecided
16544,7640,B11201001,Join,Member,Undecided
16545,7639,B10501231,Join,Member,Undecided
16546,7641,B10611140,Join,Member,Undecided
16547,7641,B09302002,Join,Member,Undecided
16548,7638,B11704009,Join,Member,Undecided
16549,7640,B11702142,Join,Member,Undecided
16550,7639,B11103003,Join,Member,Undecided
16551,7639,B09503055,Join,Member,Undecided
16552,7641,B11604026,Join,Member,Undecided
16553,7642,B10A03009,Join,Leader,Undecided
16554,7643,B10503045,Join,Leader,Undecided
16555,7644,B09404034,Join,Leader,Undecided
16556,7645,R10631057,Join,Leader,Undecided
16557,7646,B11402039,Join,Leader,Undecided
16558,7647,B10306035,Join,Leader,Undecided
16559,7648,B10701066,Join,Leader,Undecided
16560,7649,B11407019,Join,Leader,Undecided
16561,7650,R11123042,Join,Leader,Undecided
16562,7651,B08902010,Join,Leader,Undecided
16563,7652,B10901365,Join,Leader,Undecided
16564,7653,B11503008,Join,Leader,Undecided
16565,7654,B09406041,Join,Leader,Undecided
16566,7655,R11942016,Join,Leader,Undecided
16567,7656,B10102070,Join,Leader,Undecided
16568,7657,B10501079,Join,Leader,Undecided
16569,7658,B11701120,Join,Leader,Undecided
16570,7659,B10205026,Join,Leader,Undecided
16571,7660,B10104013,Join,Leader,Undecided
16572,7661,B07203118,Join,Leader,Undecided
16573,7662,B07203082,Join,Leader,Undecided
16574,7663,B08902127,Join,Leader,Undecided
16575,7664,B09703044,Join,Leader,Undecided
16576,7665,D05947210,Join,Leader,Undecided
16577,7666,B09903042,Join,Leader,Undecided
16578,7667,B09701070,Join,Leader,Undecided
16579,7668,B10105022,Join,Leader,Undecided
16580,7666,B11B05026,Join,Member,Undecided
16581,7669,B11405026,Join,Leader,Undecided
16582,7670,R10943039,Join,Leader,Undecided
16583,7671,F10941012,Join,Leader,Undecided
16584,7672,B09904011,Join,Leader,Undecided
16585,7673,R11A24011,Join,Leader,Undecided
16586,7674,B09901207,Join,Leader,Undecided
16587,7675,R10521013,Join,Leader,Undecided
16588,7676,B09900011,Join,Leader,Undecided
16589,7677,B11702102,Join,Leader,Undecided
16590,7678,R10521004,Join,Leader,Undecided
16591,7679,B11402022,Join,Leader,Undecided
16592,7674,B11604013,Join,Member,Undecided
16593,7677,B10607210,Join,Member,Undecided
16594,7678,B11601015,Join,Member,Undecided
16595,7679,B10607027,Join,Member,Undecided
16596,7680,B11605014,Join,Leader,Undecided
16597,7681,R10921241,Join,Leader,Undecided
16598,7682,B11904049,Join,Leader,Undecided
16599,7683,B09701240,Join,Leader,Undecided
16600,7684,B08308015,Join,Leader,Undecided
16601,7685,B09403055,Join,Leader,Undecided
16602,7686,B11305026,Join,Leader,Undecided
16603,7687,R10923150,Join,Leader,Undecided
16604,7688,B08704017,Join,Leader,Undecided
16605,7689,F10949007,Join,Leader,Undecided
16606,7690,B09101004,Join,Leader,Undecided
16607,7691,B10A02126,Join,Leader,Undecided
16608,7692,B09A09015,Join,Leader,Undecided
16609,7693,B11613068,Join,Leader,Undecided
16610,7694,B08202036,Join,Leader,Undecided
16611,7694,B10603048,Join,Member,Undecided
16612,7693,R10543116,Join,Member,Undecided
16613,7692,R11A27020,Join,Member,Undecided
16614,7693,R11251053,Join,Member,Undecided
16615,7691,B10203010,Join,Member,Undecided
16616,7694,B11502125,Join,Member,Undecided
16617,7694,R10625033,Join,Member,Undecided
16618,7693,B10301044,Join,Member,Undecided
16619,7694,B10A01011,Join,Member,Undecided
16620,7691,B11801152,Join,Member,Undecided
16621,7692,B10601013,Join,Member,Undecided
16622,7692,F10941012,Join,Member,Undecided
16623,7695,B10402717,Join,Leader,Undecided
16624,7696,B09802010,Join,Leader,Undecided
16625,7697,B10203015,Join,Leader,Undecided
16626,7695,F07444017,Join,Member,Undecided
16627,7695,B11601102,Join,Member,Undecided
16628,7696,B08901047,Join,Member,Undecided
16629,7697,B10611330,Join,Member,Undecided
16630,7695,B08901072,Join,Member,Undecided
16631,7695,R11442039,Join,Member,Undecided
16632,7696,B09502217,Join,Member,Undecided
16633,7696,B10803050,Join,Member,Undecided
16634,7698,R10220047,Join,Leader,Undecided
16635,7699,B10805028,Join,Leader,Undecided
16636,7700,B11702125,Join,Leader,Undecided
16637,7701,R10246005,Join,Leader,Undecided
16638,7702,B10601056,Join,Leader,Undecided
16639,7703,B10402125,Join,Leader,Undecided
16640,7704,B11502043,Join,Leader,Undecided
16641,7705,B11613006,Join,Leader,Undecided
16642,7706,B10604017,Join,Leader,Undecided
16643,7707,B11401231,Join,Leader,Undecided
16644,7706,B09301231,Join,Member,Undecided
16645,7707,B08104051,Join,Member,Undecided
16646,7707,R09629015,Join,Member,Undecided
16647,7705,B11702102,Join,Member,Undecided
16648,7705,R11627044,Join,Member,Undecided
16649,7707,B09702142,Join,Member,Undecided
16650,7706,B09902043,Join,Member,Undecided
16651,7706,B10603142,Join,Member,Undecided
16652,7705,B09408024,Join,Member,Undecided
16653,7708,R11529026,Join,Leader,Undecided
16654,7709,B09901046,Join,Leader,Undecided
16655,7710,B11H01057,Join,Leader,Undecided
16656,7711,B11401003,Join,Leader,Undecided
16657,7712,B09407054,Join,Leader,Undecided
16658,7713,B10409011,Join,Leader,Undecided
16659,7714,F09541037,Join,Leader,Undecided
16660,7715,B11504119,Join,Leader,Undecided
16661,7716,B10603040,Join,Leader,Undecided
16662,7717,B11707027,Join,Leader,Undecided
16663,7714,B10801056,Join,Member,Undecided
16664,7718,B11904026,Join,Leader,Undecided
16665,7719,B11H02033,Join,Leader,Undecided
16666,7720,R10321004,Join,Leader,Undecided
16667,7721,B10707027,Join,Leader,Undecided
16668,7722,B11305004,Join,Leader,Undecided
16669,7723,B09902208,Join,Leader,Undecided
16670,7724,R11523045,Join,Leader,Undecided
16671,7725,B11105034,Join,Leader,Undecided
16672,7726,B10302151,Join,Leader,Undecided
16673,7726,F08921019,Join,Member,Undecided
16674,7722,B10605004,Join,Member,Undecided
16675,7727,B11403042,Join,Leader,Undecided
16676,7728,B10701120,Join,Leader,Undecided
16677,7729,B10A02011,Join,Leader,Undecided
16678,7730,R10223035,Join,Leader,Undecided
16679,7731,B11201153,Join,Leader,Undecided
16680,7732,B09408004,Join,Leader,Undecided
16681,7733,B10101044,Join,Leader,Undecided
16682,7734,B11H02002,Join,Leader,Undecided
16683,7735,B10701068,Join,Leader,Undecided
16684,7736,B11401026,Join,Leader,Undecided
16685,7737,B11704004,Join,Leader,Undecided
16686,7738,B10201111,Join,Leader,Undecided
16687,7739,B09502261,Join,Leader,Undecided
16688,7740,B06402217,Join,Leader,Undecided
16689,7741,R09941068,Join,Leader,Undecided
16690,7739,B10703023,Join,Member,Undecided
16691,7739,B09302302,Join,Member,Undecided
16692,7741,R11121039,Join,Member,Undecided
16693,7740,R10329026,Join,Member,Undecided
16694,7740,B08101049,Join,Member,Undecided
16695,7741,B10705024,Join,Member,Undecided
16696,7739,B08104049,Join,Member,Undecided
16697,7739,B09A04004,Join,Member,Undecided
16698,7741,B10704051,Join,Member,Undecided
16699,7740,B08501040,Join,Member,Undecided
16700,7742,B10402824,Join,Leader,Undecided
16701,7743,R11642824,Join,Leader,Undecided
16702,7744,B11207039,Join,Leader,Undecided
16703,7745,B10701159,Join,Leader,Undecided
16704,7746,B09505020,Join,Leader,Undecided
16705,7743,B09703020,Join,Member,Undecided
16706,7742,R10941150,Join,Member,Undecided
16707,7744,R10521012,Join,Member,Undecided
16708,7747,B10B01011,Join,Leader,Undecided
16709,7748,B11102011,Join,Leader,Undecided
16710,7749,B10201011,Join,Leader,Undecided
16711,7750,B08A01072,Join,Leader,Undecided
16712,7751,B08A01016,Join,Leader,Undecided
16713,7752,B11H02070,Join,Leader,Undecided
16714,7753,B09902043,Join,Leader,Undecided
16715,7752,B11701159,Join,Member,Undecided
16716,7749,R11443044,Join,Member,Undecided
16717,7750,B08A05034,Join,Member,Undecided
16718,7748,B09501126,Join,Member,Undecided
16719,7754,B09A01015,Join,Leader,Undecided
16720,7755,B10407021,Join,Leader,Undecided
16721,7756,B10201015,Join,Leader,Undecided
16722,7757,B10209019,Join,Leader,Undecided
16723,7758,B11501029,Join,Leader,Undecided
16724,7759,B11401004,Join,Leader,Undecided
16725,7757,F08921041,Join,Member,Undecided
16726,7760,B05301037,Join,Leader,Undecided
16727,7761,B11701141,Join,Leader,Undecided
16728,7762,R10941057,Join,Leader,Undecided
16729,7761,B09106023,Join,Member,Undecided
16730,7760,B08108015,Join,Member,Undecided
16731,7762,B11619021,Join,Member,Undecided
16732,7760,B08301004,Join,Member,Undecided
16733,7762,B10202054,Join,Member,Undecided
16734,7760,R11942302,Join,Member,Undecided
16735,7761,B09601025,Join,Member,Undecided
16736,7760,B10202010,Join,Member,Undecided
16737,7761,B11504051,Join,Member,Undecided
16738,7762,B09903044,Join,Member,Undecided
16739,7763,B11H01001,Join,Leader,Undecided
16740,7764,B10605033,Join,Leader,Undecided
16741,7765,B11402638,Join,Leader,Undecided
16742,7766,B08A02027,Join,Leader,Undecided
16743,7763,B10602126,Join,Member,Undecided
16744,7767,R10948312,Join,Leader,Undecided
16745,7768,B11902024,Join,Leader,Undecided
16746,7769,R10521072,Join,Leader,Undecided
16747,7770,B11902024,Join,Leader,Undecided
16748,7771,R11929026,Join,Leader,Undecided
16749,7772,F08524013,Join,Leader,Undecided
16750,7770,R11128023,Join,Member,Undecided
16751,7771,B10402159,Join,Member,Undecided
16752,7770,B11610011,Join,Member,Undecided
16753,7771,B08704119,Join,Member,Undecided
16754,7772,B09105032,Join,Member,Undecided
16755,7772,R11921024,Join,Member,Undecided
16756,7771,B09902006,Join,Member,Undecided
16757,7772,B08203039,Join,Member,Undecided
16758,7773,B08705004,Join,Leader,Undecided
16759,7774,R10722824,Join,Leader,Undecided
16760,7775,B11709015,Join,Leader,Undecided
16761,7773,B11905026,Join,Member,Undecided
16762,7775,B11203009,Join,Member,Undecided
16763,7775,B06408024,Join,Member,Undecided
16764,7774,R11121061,Join,Member,Undecided
16765,7775,R10922029,Join,Member,Undecided
16766,7774,B10901072,Join,Member,Undecided
16767,7773,B10104070,Join,Member,Undecided
16768,7773,B10702001,Join,Member,Undecided
16769,7773,B11506035,Join,Member,Undecided
16770,7774,B11401039,Join,Member,Undecided
16771,7776,B07A02100,Join,Leader,Undecided
16772,7777,R11946035,Join,Leader,Undecided
16773,7778,B09501240,Join,Leader,Undecided
16774,7779,B11701052,Join,Leader,Undecided
16775,7780,F09542339,Join,Leader,Undecided
16776,7781,B09905028,Join,Leader,Undecided
16777,7782,R10634013,Join,Leader,Undecided
16778,7783,B10501211,Join,Leader,Undecided
16779,7784,R10523023,Join,Leader,Undecided
16780,7785,B08301082,Join,Leader,Undecided
16781,7786,B08102039,Join,Leader,Undecided
16782,7787,B10103118,Join,Leader,Undecided
16783,7788,B09602025,Join,Leader,Undecided
16784,7787,B10703036,Join,Member,Undecided
16785,7788,B09608024,Join,Member,Undecided
16786,7788,R10721217,Join,Member,Undecided
16787,7787,R10540047,Join,Member,Undecided
16788,7788,B11403137,Join,Member,Undecided
16789,7788,B09909021,Join,Member,Undecided
16790,7787,B10408004,Join,Member,Undecided
16791,7787,B09101018,Join,Member,Undecided
16792,7789,R11942021,Join,Leader,Undecided
16793,7790,R10543116,Join,Leader,Undecided
16794,7791,B10A02011,Join,Leader,Undecided
16795,7792,B09503077,Join,Leader,Undecided
16796,7793,B11402125,Join,Leader,Undecided
16797,7794,B11602159,Join,Leader,Undecided
16798,7795,B10503049,Join,Leader,Undecided
16799,7796,B10802102,Join,Leader,Undecided
16800,7797,R11925004,Join,Leader,Undecided
16801,7798,R11943057,Join,Leader,Undecided
16802,7799,B10404047,Join,Leader,Undecided
16803,7800,B07401029,Join,Leader,Undecided
16804,7801,R10225036,Join,Leader,Undecided
16805,7802,B10502036,Join,Leader,Undecided
16806,7803,B10702001,Join,Leader,Undecided
16807,7804,B09901056,Join,Leader,Undecided
16808,7802,B11B01025,Join,Member,Undecided
16809,7805,B08302824,Join,Leader,Undecided
16810,7806,B07A06020,Join,Leader,Undecided
16811,7807,R10922101,Join,Leader,Undecided
16812,7808,R10A28015,Join,Leader,Undecided
16813,7809,R11A22261,Join,Leader,Undecided
16814,7810,B07401015,Join,Leader,Undecided
16815,7811,B08303039,Join,Leader,Undecided
16816,7812,B11402039,Join,Leader,Undecided
16817,7811,R11940011,Join,Member,Undecided
16818,7811,R11743044,Join,Member,Undecided
16819,7810,R11948015,Join,Member,Undecided
16820,7812,B11301259,Join,Member,Undecided
16821,7811,B11707074,Join,Member,Undecided
16822,7811,R10540011,Join,Member,Undecided
16823,7810,B08702045,Join,Member,Undecided
16824,7812,B11611040,Join,Member,Undecided
16825,7813,B10706035,Join,Leader,Undecided
16826,7814,B09905004,Join,Leader,Undecided
16827,7815,B11602029,Join,Leader,Undecided
16828,7816,B11106041,Join,Leader,Undecided
16829,7817,B09505020,Join,Leader,Undecided
16830,7818,B11303065,Join,Leader,Undecided
16831,7819,B11401043,Join,Leader,Undecided
16832,7820,B09A03042,Join,Leader,Undecided
16833,7818,B10706033,Join,Member,Undecided
16834,7821,B09502043,Join,Leader,Undecided
16835,7822,B11200039,Join,Leader,Undecided
16836,7823,R10221153,Join,Leader,Undecided
16837,7824,B11H01150,Join,Leader,Undecided
16838,7825,B10A01240,Join,Leader,Undecided
16839,7826,B10207021,Join,Leader,Undecided
16840,7827,B08703137,Join,Leader,Undecided
16841,7828,B09901108,Join,Leader,Undecided
16842,7829,D03945015,Join,Leader,Undecided
16843,7830,R11942033,Join,Leader,Undecided
16844,7831,R10321037,Join,Leader,Undecided
16845,7829,B11101165,Join,Member,Undecided
16846,7832,B11401152,Join,Leader,Undecided
16847,7833,R10541015,Join,Leader,Undecided
16848,7834,B11402036,Join,Leader,Undecided
16849,7832,R10A21217,Join,Member,Undecided
16850,7835,B11H02011,Join,Leader,Undecided
16851,7836,B11401001,Join,Leader,Undecided
16852,7837,B08601043,Join,Leader,Undecided
16853,7838,B11301239,Join,Leader,Undecided
16854,7839,R11256023,Join,Leader,Undecided
16855,7840,R10148004,Join,Leader,Undecided
16856,7841,B08907013,Join,Leader,Undecided
16857,7842,R11527054,Join,Leader,Undecided
16858,7843,B11700015,Join,Leader,Undecided
16859,7844,B08611060,Join,Leader,Undecided
16860,7845,B11401037,Join,Leader,Undecided
16861,7846,B10301049,Join,Leader,Undecided
16862,7847,R11648003,Join,Leader,Undecided
16863,7848,B09707028,Join,Leader,Undecided
16864,7849,B11703009,Join,Leader,Undecided
16865,7850,B11409026,Join,Leader,Undecided
16866,7850,B09602089,Join,Member,Undecided
16867,7846,B10903042,Join,Member,Undecided
16868,7850,R10521066,Join,Member,Undecided
16869,7850,B08619021,Join,Member,Undecided
16870,7846,R11321347,Join,Member,Undecided
16871,7850,B10105022,Join,Member,Undecided
16872,7849,B11B02006,Join,Member,Undecided
16873,7848,R11622037,Join,Member,Undecided
16874,7846,B11101102,Join,Member,Undecided
16875,7846,B11602029,Join,Member,Undecided
16876,7847,B09A00012,Join,Member,Undecided
16877,7848,B09304035,Join,Member,Undecided
16878,7848,B10300011,Join,Member,Undecided
16879,7848,R10220011,Join,Member,Undecided
16880,7849,B10107054,Join,Member,Undecided
16881,7849,F09541037,Join,Member,Undecided
16882,7849,B10507023,Join,Member,Undecided
16883,7847,B10701152,Join,Member,Undecided
16884,7851,B11902027,Join,Leader,Undecided
16885,7852,B10101204,Join,Leader,Undecided
16886,7853,R11123023,Join,Leader,Undecided
16887,7854,B10701070,Join,Leader,Undecided
16888,7855,B10501072,Join,Leader,Undecided
16889,7856,B08601101,Join,Leader,Undecided
16890,7857,R10524009,Join,Leader,Undecided
16891,7858,B10101098,Join,Leader,Undecided
16892,7859,B10301072,Join,Leader,Undecided
16893,7860,B09303023,Join,Leader,Undecided
16894,7861,B10703050,Join,Leader,Undecided
16895,7862,B10301043,Join,Leader,Undecided
16896,7863,R11442261,Join,Leader,Undecided
16897,7864,B11701119,Join,Leader,Undecided
16898,7865,B10201150,Join,Leader,Undecided
16899,7866,R09943055,Join,Leader,Undecided
16900,7867,B08A01102,Join,Leader,Undecided
16901,7868,B11405014,Join,Leader,Undecided
16902,7868,B09502638,Join,Member,Undecided
16903,7869,R11A25035,Join,Leader,Undecided
16904,7870,B10403082,Join,Leader,Undecided
16905,7871,T11302006,Join,Leader,Undecided
16906,7872,R11943077,Join,Leader,Undecided
16907,7873,B11H04204,Join,Leader,Undecided
16908,7874,B11H00039,Join,Leader,Undecided
16909,7875,R11251152,Join,Leader,Undecided
16910,7873,B09701043,Join,Member,Undecided
16911,7871,B08901047,Join,Member,Undecided
16912,7875,B10401A01,Join,Member,Undecided
16913,7876,B10206023,Join,Leader,Undecided
16914,7877,R11948004,Join,Leader,Undecided
16915,7878,B09A04011,Join,Leader,Undecided
16916,7879,B08503040,Join,Leader,Undecided
16917,7880,D10621037,Join,Leader,Undecided
16918,7881,B09402824,Join,Leader,Undecided
16919,7882,B08A05034,Join,Leader,Undecided
16920,7883,B11402055,Join,Leader,Undecided
16921,7882,B10102302,Join,Member,Undecided
16922,7884,R10645017,Join,Leader,Undecided
16923,7885,B08203133,Join,Leader,Undecided
16924,7886,B10402125,Join,Leader,Undecided
16925,7884,B09909019,Join,Member,Undecided
16926,7887,B09901111,Join,Leader,Undecided
16927,7888,B10903003,Join,Leader,Undecided
16928,7889,R10941101,Join,Leader,Undecided
16929,7890,R11522125,Join,Leader,Undecided
16930,7891,B11401072,Join,Leader,Undecided
16931,7892,B11B02091,Join,Leader,Undecided
16932,7893,B09501026,Join,Leader,Undecided
16933,7894,B08507013,Join,Leader,Undecided
16934,7895,B10306035,Join,Leader,Undecided
16935,7896,B11B01015,Join,Leader,Undecided
16936,7893,B11905026,Join,Member,Undecided
16937,7894,R10A21073,Join,Member,Undecided
16938,7897,B08901309,Join,Leader,Undecided
16939,7898,B11506005,Join,Leader,Undecided
16940,7899,B08101043,Join,Leader,Undecided
16941,7900,B11102010,Join,Leader,Undecided
16942,7901,B10301004,Join,Leader,Undecided
16943,7902,B11612005,Join,Leader,Undecided
16944,7903,B09507019,Join,Leader,Undecided
16945,7904,R11641012,Join,Leader,Undecided
16946,7904,B09202024,Join,Member,Undecided
16947,7902,B09706023,Join,Member,Undecided
16948,7903,B07A06020,Join,Member,Undecided
16949,7903,B09704013,Join,Member,Undecided
16950,7902,R11941024,Join,Member,Undecided
16951,7903,B10617028,Join,Member,Undecided
16952,7904,B08103003,Join,Member,Undecided
16953,7903,R11225033,Join,Member,Undecided
16954,7904,R11122127,Join,Member,Undecided
16955,7904,B08201026,Join,Member,Undecided
16956,7902,R09B21212,Join,Member,Undecided
16957,7905,R10524012,Join,Leader,Undecided
16958,7906,B10904016,Join,Leader,Undecided
16959,7907,B10204025,Join,Leader,Undecided
16960,7908,R09622142,Join,Leader,Undecided
16961,7908,B11901011,Join,Member,Undecided
16962,7907,R10141217,Join,Member,Undecided
16963,7909,R09621017,Join,Leader,Undecided
16964,7910,B10304204,Join,Leader,Undecided
16965,7911,B09103022,Join,Leader,Undecided
16966,7911,B10A07028,Join,Member,Undecided
16967,7912,R11122033,Join,Leader,Undecided
16968,7913,B11208015,Join,Leader,Undecided
16969,7914,B10708015,Join,Leader,Undecided
16970,7915,B09403142,Join,Leader,Undecided
16971,7916,B11707027,Join,Leader,Undecided
16972,7917,R11325016,Join,Leader,Undecided
16973,7918,B11613008,Join,Leader,Undecided
16974,7915,B10702102,Join,Member,Undecided
16975,7913,B11H01037,Join,Member,Undecided
16976,7913,R10A21092,Join,Member,Undecided
